,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20,Step 21
0,0.033979000000000426,0.005041999999999547,0.0038239999999998275,0.0035199999999999676,0.0033039999999999736,0.0036249999999995453,0.0030960000000002097,0.0029759999999994236,0.0027319999999999567,0.0025360000000000937,0.0026780000000004023,0.0024009999999998755,0.0024800000000002598,0.0021660000000007784,0.002286999999999928,0.0022880000000000678,0.0022479999999998057,0.0022039999999998727,0.0020679999999995147,0.0022799999999998377,0.0023610000000005016
1,0.002844000000000513,0.002333999999999392,0.0025330000000005626,0.0023559999999998027,0.002195000000000391,0.002238999999999436,0.002136000000000138,0.0022180000000000533,0.002415000000000056,0.0024570000000005976,0.0023210000000002395,0.0021500000000003183,0.0022380000000001843,0.0019649999999993284,0.0020199999999999108,0.0024260000000007054,0.0021130000000004756,0.002415000000000056,0.0023039999999996397,0.002534999999999954,0.0027420000000004663
2,0.0029599999999998516,0.002747000000000277,0.00325400000000009,0.003514000000000017,0.0032290000000001484,0.0028420000000002332,0.003009999999999735,0.0032169999999993593,0.002575000000000216,0.0024340000000000472,0.0025300000000001432,0.0023130000000000095,0.00216700000000003,0.0023010000000001085,0.0022839999999995086,0.0021340000000007464,0.0027960000000000207,0.002887000000000306,0.0028079999999999217,0.002987000000000073,0.002847000000000044
3,0.0031720000000001747,0.002099000000000295,0.0021729999999999805,0.001977999999999369,0.0022919999999997387,0.001994999999999969,0.001939000000000135,0.0020129999999998205,0.002056000000000502,0.0019130000000000535,0.0027840000000001197,0.0027929999999996014,0.003105999999999831,0.0029330000000005185,0.0026260000000002393,0.0031080000000001107,0.0019580000000001263,0.0020140000000008484,0.002004000000000339,0.0020530000000000825,0.002126999999999768
4,0.0021849999999998815,0.002076000000000633,0.0019719999999994187,0.0025890000000003965,0.0030400000000003757,0.0026569999999992433,0.002971000000000501,0.0029450000000004195,0.0031290000000003815,0.0024340000000000472,0.0021339999999998582,0.0018850000000005807,0.001965999999999468,0.001994999999999969,0.0018460000000004584,0.001958999999999378,0.0018299999999999983,0.0023010000000001085,0.00199099999999941,0.0022449999999993864,0.002570999999999657
5,0.0024540000000001783,0.0027999999999996916,0.0026399999999995316,0.0020980000000001553,0.002138999999999669,0.0020999999999995467,0.002134999999999998,0.0022570000000001755,0.001976000000000866,0.001930999999999905,0.002146999999999899,0.0024199999999998667,0.002264000000000266,0.002400000000000624,0.00246199999999952,0.0024639999999997997,0.002778999999999421,0.0019459999999993371,0.0019200000000001438,0.0019879999999998788,0.001782999999999646
6,0.0020639999999998437,0.0018919999999997827,0.0021300000000001873,0.0019679999999997477,0.0022089999999996834,0.0023340000000002803,0.002156000000000269,0.0025440000000003238,0.0023799999999996047,0.002737999999999907,0.002010999999999541,0.001992000000000438,0.0022089999999996834,0.0022359999999999047,0.0019479999999996167,0.002291000000000487,0.002140000000000697,0.0019580000000001263,0.002482999999999791,0.0024660000000000792,0.0027300000000005653
7,0.003017999999999965,0.0028680000000003147,0.0029730000000007806,0.0020999999999995467,0.002152000000000598,0.0021239999999993486,0.0021599999999999397,0.0021610000000000795,0.0022120000000001028,0.002248000000000694,0.0021649999999997505,0.0021019999999998262,0.0022649999999995174,0.0028649999999998954,0.0027929999999996014,0.0023379999999999512,0.001883000000000301,0.001723000000000141,0.0016759999999997888,0.0019690000000007757,0.001910999999999774
8,0.0016130000000007527,0.0018050000000000566,0.0016990000000003391,0.0021170000000001465,0.0027290000000004255,0.0020239999999995817,0.001886999999999972,0.001994999999999969,0.002392000000000394,0.002231000000000094,0.0032649999999998514,0.0028260000000006613,0.002866000000000035,0.0028009999999998314,0.0026060000000001082,0.00416499999999953,0.0029199999999995896,0.0032040000000002067,0.0033719999999997086,0.002498999999999363,0.0027490000000005566
9,0.002233999999999625,0.002386999999999695,0.00402900000000006,0.0027810000000005886,0.0021039999999992176,0.0018500000000001293,0.0019619999999997972,0.002099000000000295,0.002650999999999293,0.0018980000000006214,0.0022250000000001435,0.0020889999999997855,0.0017279999999999518,0.003745999999999583,0.0022330000000003736,0.0018609999999998905,0.0022500000000000853,0.0021839999999997417,0.002599000000000018,0.0027200000000000557,0.0021079999999997767
